,name,description,host_name,host_response_time,host_response_rate,neighbourhood,room_type,accommodates,amenities,price,has_availability,review_accuracy,cleanliness,location_review,good_property,longitude,latitude
926,Cozy room next to Sagrada Familia,"Private room in a comfortable, modern, fully renovated apartment in Sagrada Familia.<br /><br />Comfy, clean and quiet house, where you can rest after a long day at work or after walking all day around sightseeing this marvellous city!<br /><br />Close to the Bunkers or Parc Güell and right next to St Pau Hospital.<br />It is very easy to get to the beach, to the city center or to the other side of Barcelona. <br /><br />You can find the tube 4 minutes away and buses (including night buses) just at the door.<br /><br /><b>The space</b><br />Feel free to cook while at home, enjoy a movie from the couch after a long day or a cold shower to cool down the heat!<br /><br /><b>Other things to note</b><br />It is a safe area and quiet. No far from touristic places like Sagrada Familia, however, still a local neighbourhood plenty of bars and restaurants where you can eat the typical dishes from Catalunya or Spain.<br /><br /><b>License number</b><br />Exempt",Ana,within an hour,90%,"Barcelona, Catalunya, Spain",Private room,2,"[""Kitchen"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker"", ""Hot water"", ""Cooking basics"", ""Hangers"", ""Iron"", ""Oven"", ""Luggage dropoff allowed"", ""Shampoo"", ""Washer"", ""Wifi"", ""Extra pillows and blankets"", ""Refrigerator"", ""Heating"", ""Patio or balcony"", ""Hair dryer"", ""Cable TV"", ""Dishes and silverware"", ""Free street parking"", ""Bed linens"", ""Essentials"", ""TV"", ""Stove"", ""Shower gel""]",21.0,t,10.0,10.0,10.0,T,2.17407,41.4118
927,Great Bedroom in Large Studio in Central Barcelona,"A very comfortable bedroom with ensuite shower, and free access to a great and well-equipped kitchen and library room. In a very interesting part of town, Gracia, it is five to ten minutes away on foot  from such central streets like Passeig de Gracia, Rambla Catalunya, Diagonal; only two metro stops away (ten minute ride) from Plaça Catalunya, heart of the city.<br /><br /><b>The space</b><br />It is a large room  (about 20 square metres) with very large windows and lots of light, a fully equipped shower room, a large queen size bed (160 cm wide), air-conditioning, a comfortable sofa and wardrobe, a workdesk, Smart TV, and basically all the amenities needed for a comfortable stay. It is also quiet, cozy and the deco is quite special.<br /><br /><b>Guest access</b><br />The Large kitchen and library-type living room is sometimes shared with several people.<br /><br /><b>License number</b><br />Exempt",John,within an hour,98%,"Barcelona, Catalunya, Spain",Private room,2,"[""Kitchen"", ""Microwave"", ""Lock on bedroom door"", ""Coffee maker"", ""Elevator"", ""Long term stays allowed"", ""Hot water"", ""Cooking basics"", ""Dedicated workspace"", ""Dishwasher"", ""Hangers"", ""Iron"", ""Oven"", ""Luggage dropoff allowed"", ""Shampoo"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Heating"", ""Hair dryer"", ""Air conditioning"", ""Dishes and silverware"", ""Bed linens"", ""Essentials"", ""TV"", ""Stove""]",21.0,t,10.0,10.0,10.0,T,2.1511099999999996,41.40083
928,Private Bathroom Big Bed Room  & Air Conditioning,"Cómoda habitación con baño privado con aire acondicionado, cama de 135 cm, secadora de pelo, 2 lámparas, toallas incluidas, espejo y armario. Ubicación céntrica,  cómodo, limpio y acogedor. Fantastic Room with private toilet, air conditioning, comfortable new bed 135cm, hair dryer, towels included, closet and mirror.<br /><br /><b>The space</b><br />Hay otras  2 habitaciones más disponibles, perfecto para familias o amigos que viajan juntos. <br /><br />Gran habitación con balcón y aire acondicionado<br />https://www.airbnb.es/rooms/36748280?preview_for_ml=true&source_impression_id=p3_1591628626_s4sogB6jIx0CD%2FlN&guests=1&adults=1<br /><br />Habitación céntrica con balcón y  aire acondicionado <br />https://www.airbnb.es/rooms/36748365?preview_for_ml=true&source_impression_id=p3_1591628683_KINJeHGo0l05keQo&guests=1&adults=1<br /><br /><br /><br />SPANISH:<br /><br />5 preguntas típicas sobre la casa: <br />Habitación: La habitación dispone de llave para poder cerrar la puerta de la ha",Uri,within a few hours,80%,"Barcelona, Catalonia, Spain",Private room,2,"[""Elevator"", ""Microwave"", ""Lock on bedroom door"", ""Coffee maker"", ""Hair dryer"", ""Hot water"", ""Air conditioning"", ""Refrigerator"", ""Dedicated workspace"", ""Fire extinguisher"", ""Wifi"", ""Dishes and silverware"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Heating"", ""Host greets you"", ""Essentials""]",21.0,t,10.0,10.0,10.0,T,2.1571599999999997,41.37578
929,Lovely big room with balcony gothic quarter,"Habitación grande con vistas a una de las calles principales del barrio Gotico. Dispone de una cama de matrimonio, y un cómodo sofa cama grande. Tiene placard y mueble adicional. Perfecta para grupos de amigos en estadías cortas.<br /><br /><b>The space</b><br />El edificio está en el punto más céntrico del casco histórico. La habitacion es perfecta para cortas estancias, cerca de todos los puntos de mayor interés turístico de la ciudad. <br />El apartamento fue recientemente renovado, tratando de conservar los rasgos originales del mismo. Los huéspedes tendrán que compartirlo con otras habitaciones.<br /><br /><b>Guest access</b><br />La habitacion es de uso único y exclusivo de los huéspedes. El baño y el aseo son compartidos con otros huéspedes.<br /><br /><b>License number</b><br />Exempt",Daniel Y Mia,within an hour,82%,"Barcelona, Catalunya, Spain",Private room,4,"[""Stove"", ""Hot water"", ""Wifi"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Patio or balcony"", ""Shampoo"", ""Lock on bedroom door"", ""Kitchen"", ""Hair dryer"", ""Bed linens"", ""Portable fans"", ""Dishes and silverware"", ""Heating"", ""Extra pillows and blankets"", ""Hangers"", ""Microwave""]",21.0,t,8.0,9.0,9.0,T,2.1763,41.3818
930,B. NEW beautiful and cozy room WELL LOCATED!,"Super cozy and comfortable room in a beautiful renovated apartment in the center of Barcelona. We are new sharing on airbnb and likewise all the furniture in the room! We love to travel and that is why we know how important cleanliness is when we arrive at a place where we will spend the night, therefore we care about every detail to make our visitors happy! You will have Wi-Fi, a desk in the room in case you need to work or study during your stay.<br /><br /><b>The space</b><br />Beautiful apartment renovated and decorated with a lot of love to make it more cozy!<br /><br /><b>Guest access</b><br />We share our living room and kitchen partially (refrigerator, microwave and food items) You can't cook, but you can prepare a sandwich or salad :)<br /><br /><b>Other things to note</b><br />we have a cute dog at home, make sure you like puppies because Gregorio loves people and playing with them.<br /><br /><b>License number</b><br />Exempt",Felipe,within a few hours,85%,"Barcelona, Catalunya, Spain",Private room,1,"[""Hair dryer"", ""Shampoo"", ""Private living room"", ""Dedicated workspace"", ""Wifi"", ""Hangers"", ""Heating"", ""Essentials""]",20.0,t,10.0,10.0,10.0,T,2.15847,41.38123
931,ROOM WITH BALCONY & FOOD - BARCELONETA BEACH,"Hi, I'm Flavio from Brazil. I'm a personal trainer and instructor of surfing.<br />My apartment is SILENT, CLEAN and very well located in a central area of the city.<br />There are 2 bedrooms. The guest's room has a double bed and a private balcony.<br />The bathroom has two rooms, the shower and toilet are separate.<br />The food is included!<br />I will lend you towels and many things for your personal cleanliness!<br />The apartment is on the 3rd floor, there are no elevator and I will help you with your stuffs.<br /><br /><b>The space</b><br />The apartment has many windows and it is so iluminated.<br /><br /><b>Guest access</b><br />The guests can use everything in the apartment and cooking 24 hours a day :)<br /><br /><b>Other things to note</b><br />The apartment it is very safe and well located.",Flavio,within an hour,89%,"Barcelona, Catalunya, Spain",Private room,2,"[""Refrigerator"", ""Stove"", ""Wifi"", ""Host greets you"", ""Patio or balcony"", ""Luggage dropoff allowed"", ""Shampoo"", ""Lock on bedroom door"", ""Coffee maker"", ""Bed linens"", ""Private entrance"", ""Hot water"", ""Washer"", ""Essentials"", ""Beach essentials"", ""Dishes and silverware"", ""Paid parking off premises"", ""Cooking basics"", ""Hair dryer"", ""Extra pillows and blankets"", ""Hangers"", ""Kitchen"", ""Iron"", ""Heating"", ""Dedicated workspace""]",20.0,t,10.0,10.0,10.0,T,2.18931,41.38171
932,Nice cheap and centric room,"Great double room, near the center of the city, easy to get from the airoport ( 20min). Supermarket open 24hs. The beach at 20min.nice view. If you need more information you will find it in the house guide.( airport, metro, bus, supermarket,<br /><br /><b>The space</b><br />Room quiet, clean and quietly in the center of Barcelona. It has excellent connections to metro, bus , etc. Overlooking University Square<br /><br /><b>Guest access</b><br />From the airport take the Aerobus and exit in Universidad.walk down the University square and infront to the right is my adress.<br /><br /><b>Other things to note</b><br />Mi nr de movil.es 697157653<br /><br /><b>License number</b><br />Exempt",Cristina,within an hour,90%,"Barcelona, Catalunya, Spain",Private room,1,"[""Kitchen"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker"", ""Hot water"", ""Beach essentials"", ""Cooking basics"", ""Dedicated workspace"", ""Beachfront"", ""Paid parking on premises"", ""Dishwasher"", ""Hangers"", ""Iron"", ""Outlet covers"", ""Private entrance"", ""Smoke alarm"", ""Oven"", ""Dryer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Bathtub"", ""Washer"", ""Paid parking off premises"", ""Wifi"", ""First aid kit"", ""Waterfront"", ""Window guards"", ""Refrigerator"", ""Heating"", ""Extra pillows and blankets"", ""Baby safety gates"", ""Cleaning before checkout"", ""Patio or balcony"", ""Hair dryer"", ""Air conditioning"", ""Dishes and silverware"", ""Gym"", ""Free street parking"", ""Carbon monoxide alarm"", ""Bed linens"", ""Essentials"", ""TV"", ""Fire extinguisher"", ""Stove""]",20.0,t,10.0,9.0,10.0,T,2.16356,41.384570000000004
933,Great Place in Large Studio in Central Barcelona,"The library studio, where the masterbedroom and bathroom are to be found, is part of a larger property; the masterbedroom is very comfortable and the bathroom really well equipped; the bedroom has free Internet and wifi access, aTV, and guests have full access to a large and fully equipped kitchen<br /><br /><b>The space</b><br />The bedroom is very comfortable, functional, and it’s got everything two people might need: a large bed, sofa, wardrobe, desk, TV, free wifi connection, etc. Guests also enjoy their own fully equipped bathroom, and have complete access to a very large kitchen shared only with one or two people. There is a washing machine in the house, and other things Like a nespresso machine, large fridge, kettle, dishwasher, and so on<br /><br /><b>Guest access</b><br />The common area shared by guests is the kitchen. Since the whole studio has its own entrance door the only shared space with the rest of the property is a common hall separating both places.<br /><br /><b>Oth",John,within an hour,98%,"Barcelona, Catalunya, Spain",Private room,2,"[""Kitchen"", ""Microwave"", ""Lock on bedroom door"", ""Coffee maker"", ""Elevator"", ""Long term stays allowed"", ""Hot water"", ""Cooking basics"", ""Dedicated workspace"", ""Dishwasher"", ""Hangers"", ""Iron"", ""Oven"", ""Luggage dropoff allowed"", ""Shampoo"", ""Washer"", ""Paid parking off premises"", ""Wifi"", ""Refrigerator"", ""Extra pillows and blankets"", ""Heating"", ""Hair dryer"", ""Air conditioning"", ""Dishes and silverware"", ""Bed linens"", ""Essentials"", ""TV"", ""Fire extinguisher"", ""Stove"", ""Host greets you""]",20.0,t,10.0,10.0,10.0,T,2.15118,41.40082
934,near beach/barcelona center,"Our beautiful apartment is very spacious and with nice people. Beautiful room perfect for 2 people. Apartment fully equipped and very central (Gothic Quarter) 10 minutes walk from Plaza Catalunya, 5 minutes from the famous Gothic cathedral, near the beach and 4 minutes from the Ramblas. Green metro line and yellow line. Area with many bars, restaurants and shops. Easy connection with the other touristic points of the city.<br /><br /><b>The space</b><br />We have a very large and pleasant apartment. It is very nice to be on the balcony, where you will see a nice street with trees, people walking with their pets and feel the energy of the city.<br />The kitchen is equipped and can use it until 11:30 pm. There is a free space in the fridge so you can store your food. Clothes washer has an additional cost of 2 euros for every time you put. We have a terrace which is used as a drying rack.<br />  The bathroom is shared and do daily cleaning, also left a space in the bathroom cabinet.<br />",Suelen,within a day,90%,"Barcelona, Catalunya, Spain",Private room,2,"[""Hot water"", ""Paid parking off premises"", ""Wifi"", ""Washer"", ""Host greets you"", ""Essentials"", ""Kitchen"", ""Shampoo"", ""Iron"", ""Coffee maker"", ""Lock on bedroom door"", ""Dishwasher"", ""Hair dryer"", ""Beachfront"", ""Dishes and silverware"", ""Dedicated workspace"", ""Hangers"", ""Microwave""]",20.0,t,10.0,9.0,10.0,T,2.17734,41.38122
935,Bright bedroom with one double bed in Gràcia.,"Bedroom in the center of cosmopolitan city of Barcelona.<br />At the intersection between the mythical Passeig de Gràcia and Avinguda Diagonal, very well connected to subway, bus and taxi.<br />Modern-style bedroom that allows accommodation for one or two people.<br /><br /><b>The space</b><br />Modern bedroom in the center of Barcelona. One double bed allowing accommodation for two people; it is possible to ad one extra bed to accommodate 3 people.<br /><br />The apartment has a lovely terrace full of plants, a fully equipped kitchen, a bathroom and a lounge.<br /><br /><b>Guest access</b><br />Towels are provided during your stay.<br />Fiber optic high-speed internet available over WiFi.<br /><br />Kitchen is available for guests to prepare their own breakfast in the morning and fridge space for your use.<br />Terrace with breakfast table.<br /><br /><b>Other things to note</b><br />The house has a minimalist design with spacious and clean rooms.<br />Friendly, polite and clean peopl",Jonathan,within a few hours,90%,"Barcelona, Catalunya, Spain",Private room,3,"[""Refrigerator"", ""Hot water"", ""Paid parking off premises"", ""Washer"", ""Wifi"", ""Private entrance"", ""Host greets you"", ""Essentials"", ""Bathtub"", ""Room-darkening shades"", ""Bed linens"", ""Heating"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Hangers"", ""Garden or backyard"", ""Microwave""]",20.0,t,10.0,10.0,10.0,T,2.1574299999999997,41.39764
936,Nice room/ near beach Barcelona,"Our beautiful apartment is very spacious and with nice people. Beautiful room perfect for 2 people. Apartment fully equipped and very central (Gothic Quarter) 10 minutes walk from Plaza Catalunya, 5 minutes from the famous Gothic cathedral, near the beach and 4 minutes from the Ramblas. Green metro line and yellow line. Area with many bars, restaurants and shops. Easy connection with the other touristic points of the city.<br /><br /><b>The space</b><br />We have a very large and pleasant apartment. It is very nice to be on the balcony, where you will see a nice street with trees, people walking with their pets and feel the energy of the city.<br />The kitchen is equipped and can use it until 11:30 pm. There is a free space in the fridge so you can store your food. Clothes washer has an additional cost of 2 euros for every time you put. We have a terrace which is used as a drying rack.<br />  The bathroom is shared and do daily cleaning, also left a space in the bathroom cabinet.<br />",Suelen,within a day,90%,"Barcelona, Catalunya, Spain",Private room,2,"[""Refrigerator"", ""Wifi"", ""Host greets you"", ""Patio or balcony"", ""Shampoo"", ""Lock on bedroom door"", ""Coffee maker"", ""TV"", ""Paid parking on premises"", ""Hot water"", ""Washer"", ""Essentials"", ""Dishes and silverware"", ""Microwave"", ""Paid parking off premises"", ""Cooking basics"", ""Beachfront"", ""Hair dryer"", ""Hangers"", ""Oven"", ""Kitchen"", ""Iron"", ""Dedicated workspace""]",20.0,t,10.0,10.0,10.0,T,2.17699,41.37984
937,Nice room close to downtown,"Nice, luminous and comfy room close to Plaza Cataluña and Plaza España. Just 10 mins by metro from Barcelona's downtown and all city's attractions.<br />Price includes: wi-fi, towels & bed linen<br /><br /><b>Guest access</b><br />You have access to the kitchen( but there is no cooking), the bathroom, the living room and the balcony<br /><br /><b>Other things to note</b><br />I can be flexible with the check in and check out time, depending of my work's schedule.",Oleksandra,within an hour,90%,"Barcelona, Catalunya, Spain",Private room,2,"[""Refrigerator"", ""Hair dryer"", ""Dedicated workspace"", ""Bed linens"", ""Wifi"", ""Microwave"", ""Dryer"", ""Hangers"", ""Essentials"", ""Cooking basics"", ""Coffee maker"", ""Oven"", ""Dishes and silverware"", ""Iron"", ""Patio or balcony"", ""Heating"", ""Host greets you"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Hot water"", ""Elevator""]",20.0,t,10.0,10.0,10.0,T,2.1619200000000003,41.37279
938,Bright bedroom with two beds in Gràcia.,"Bedroom in the center of cosmopolitan city of Barcelona.<br />At the intersection between the mythical Passeig de Gràcia and Avinguda Diagonal, very well connected to subway, bus and taxi.<br />Modern-style bedroom that allows accommodation for one or two people.<br /><br /><b>The space</b><br />Modern bedroom in the center of Barcelona. Two single bed allowing accommodation for two people; it is possible to ad one extra bed to accommodate 3 people.<br /><br />The apartment has a lovely terrace full of plants, a fully equipped kitchen, a bathroom and a lounge.<br /><br /><b>Guest access</b><br />Towels are provided during your stay.<br />Fiber optic high-speed internet available over WiFi.<br /><br />Kitchen is available for guests to prepare their own breakfast in the morning and fridge space for your use.<br />Terrace with breakfast table.<br /><br /><b>Other things to note</b><br />The house has a minimalist design with spacious and clean rooms.<br />Friendly, polite and clean peopl",Jonathan,within a few hours,90%,"Barcelona, Catalunya, Spain",Private room,3,"[""Microwave"", ""Extra pillows and blankets"", ""Hot water"", ""Bathtub"", ""Washer"", ""Paid parking off premises"", ""Bed linens"", ""Garden or backyard"", ""Dedicated workspace"", ""Room-darkening shades"", ""Wifi"", ""Hangers"", ""Private entrance"", ""Refrigerator"", ""Heating"", ""Host greets you"", ""Essentials""]",19.0,t,9.0,10.0,10.0,T,2.15729,41.39683
939,Nice Room City Center Rambla,"Private room in shared flat. Breakfast included. CLEAN SPACE. DEEP CLEANING - WITH 72 HOURS BETWEEN RESERVATIONS. Desk in room with area to work.<br /><br /><b>The space</b><br />Nice and quiet room in a shared apartment in the very center of Barcelona. It has a double bed, air conditioned and is fully furnished. 10m2.<br /><br />The neighborhood in which we find ourselves is the Raval, a typical neighborhood, full of life and atmosphere day and night.<br /><br />The apartment is renovated, quiet, airy and comfortable, WiFi, fridge, etc. The apartment is just 25 metres from ""las Ramblas"" and next to the famous Market ""La Boqueria"", Plaza Catalunya and the bus stop of Aerobus from Barcelona Airport, beaches, and metro lines L3 and L1 and train station Catalunya. <br /><br />It's a very convenient location if you want to walk around the most famous places and monuments in Barcelona and for travelling around Catalonia with public transports.<br /><br />Towels, bath goods, shampoo, bath ge",Marc,within an hour,90%,"Barcelona, Catalunya, Spain",Private room,1,"[""Refrigerator"", ""Wifi"", ""Host greets you"", ""Shampoo"", ""Coffee maker"", ""Room-darkening shades"", ""Bed linens"", ""Body soap"", ""First aid kit"", ""Hot water"", ""Washer"", ""Breakfast"", ""Essentials"", ""Beach essentials"", ""Dishes and silverware"", ""Microwave"", ""Central air conditioning"", ""Hair dryer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Extra pillows and blankets"", ""Hangers"", ""Cleaning before checkout"", ""Iron"", ""Conditioner"", ""Heating"", ""Dedicated workspace"", ""Long term stays allowed""]",19.0,t,10.0,10.0,10.0,T,2.16877,41.383340000000004
940,Happy House -  Fantastic Room!,"Hi guys!<br /><br />I would love to welcome you to my place. <br />In a quiet area Sagrera / Navas. <br />Perfect location! Peaceful and Modern house.<br /><br />In 15 minutes you can reach the very centre of the city by the metro and be on the famous Ramblas. The nearest metro stop is 2 minute's walk and the bus stop is just in front of the flat!<br /><br /><b>The space</b><br />Decorated in a modern style flat will bring you a nice easy comfortable stay. All the amenities needed for a great stay in Barcelona.<br /><br />The quiet Modern room  is equipped with a double bed, a wardrobe, a table, chairs.<br /><br /><b>Guest access</b><br />The apartment has everything you need to stay: a kitchen with all appliances, a washing machine, a bathroom.<br /><br /><b>Other things to note</b><br />During your stay, you can get home at the time you want, you'll have your own keys.<br /><br /><b>License number</b><br />Exempt",Slive,within an hour,91%,"Barcelona, Catalunya, Spain",Private room,2,"[""Elevator"", ""Kitchen"", ""Microwave"", ""Hot water"", ""Cooking basics"", ""Dedicated workspace"", ""Hangers"", ""Iron"", ""Private entrance"", ""Oven"", ""Shampoo"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Heating"", ""Hair dryer"", ""Dishes and silverware"", ""Free street parking"", ""Essentials"", ""Stove"", ""Host greets you""]",19.0,t,10.0,9.0,9.0,T,2.1876599999999997,41.41744
941,Room with double bed Arco de Triunfo,"The apartment is next to Arc de Trionf (250 meters) in a super quiet and safety street, very quiet because it's inside an inner courtyard so there is no noise from the street. <br />In this way you can enjoy the charm and the confort of staying in the middle of the city center but also the relax and the rest inside your flat!<br /><br /><b>The space</b><br />The apartment has three bedrooms in total and two bathrooms.<br />This room will share the bathroom with the person in the next room, so it's a bathroom to share between only two maximum three people.<br />___<br />This is an inner room, so the window looks into the inner part of the building.<br />___<br />WE OFFER BASIC BREAKFAST TO OUR GUESTS: coffee, different kind of teas, biscuits and sugar.<br />___<br />YOU CAN ALSO USE OUR FILTERED WATER if you don't want to buy plastic water. <br />We always prepare for you a bottle of fresh water in the fridge. <br />___<br />ROOM HAS FAN for summer and an ELECTRIC HEATING for winter.<br",Carlotta&Alex,within a few hours,80%,"Barcelona, Catalunya, Spain",Private room,2,"[""Elevator"", ""Refrigerator"", ""Hot water"", ""Oven"", ""Wifi"", ""Washer"", ""Cooking basics"", ""Host greets you"", ""Essentials"", ""Kitchen"", ""Shampoo"", ""Iron"", ""Coffee maker"", ""Lock on bedroom door"", ""Hair dryer"", ""Dishes and silverware"", ""Heating"", ""Hangers""]",19.0,t,10.0,9.0,10.0,T,2.18227,41.39051
942,Big  & so CozY room with Doublebed in  Downtown,"You are welcome to this Charming house, with great atmosphere for sharing your travel.  Itsa nice and safety quartier.  So central and with a lot bars, discotecs, restaurantes, squares, but so quiet. We have a excellent ubication, and good public transport 24/24.  We offer one room in own Flat Sharing. THE ROOM HAVE: doublebed, optionally a mattres, closet, table, chair and mirror. You can use own kitchen and a nice Balcony with  360°  view  city...   * Not Elevator *<br /><br /><b>The space</b><br />Nice room in central area near Sagrada familia, Parc Guell, Casa Battlo, La Pedrera, Plaza Catalunya, etc.  Cosmpolitan but quiet  and safety quartier. So diferent of crowdy touristic area but so charming!!!<br /><br />We are in the better quartier in the city: Gracia<br /><br /><b>Guest access</b><br />You can use the kitchen and smoke in own balcony. We have a cover space in case of rain. The shower and the Wc are in 2 diferents spaces.<br />For to evite disturbing others we use kitchen ",Anne & Diego,within a day,90%,"Barcelona, Catalunya, Spain",Private room,2,"[""Kitchen"", ""Microwave"", ""Long term stays allowed"", ""Hot water"", ""Cooking basics"", ""Dedicated workspace"", ""Hangers"", ""Luggage dropoff allowed"", ""Shampoo"", ""Washer"", ""Paid parking off premises"", ""Wifi"", ""First aid kit"", ""Waterfront"", ""Refrigerator"", ""Heating"", ""Garden or backyard"", ""Dishes and silverware"", ""Essentials"", ""TV"", ""Single level home"", ""Stove"", ""Host greets you""]",19.0,t,10.0,9.0,10.0,T,2.16379,41.40168
943,Central Internal apt 2.2 Born,"Nice apartment in the very centre, near Cathedral and Palau de Musica in the famous El Born district, accommodates 3 persons, there is everything for a comfortable stay. The apartment is interior - there are no windows to the street. it is a 2nd FLOOR NO LIFT<br /><br /><b>The space</b><br />This apartment is interior (it has no windows the street, the windows are overlooking ventilation patios), it is on the 2 floor in a building without a lift on a quiet side street. <br /> There are 2 bedrooms ( one is a double and another one is a single bed), each bed room has got a small wardrobe, a living room with complete American kitchen, equipped with all the necessary appliances , such as microwave, cooker, italian coffee maker, fridge, dishes and glasses,  air conditioner (heat/cool), a bathroom with a shower, Wi-Fi internet access, ventilators, hair dryer. There are 2 windows in the apartment (in the single room and kitchen) and they overlook internal patios, so there is not much of a nat",Miguel,within a few hours,76%,"Barcelona, Catalunya, Spain",Entire home/apt,3,"[""Refrigerator"", ""Stove"", ""Wifi"", ""Building staff"", ""Shampoo"", ""Coffee maker"", ""Bed linens"", ""TV"", ""Garden or backyard"", ""Hot water"", ""Air conditioning"", ""Essentials"", ""Dishes and silverware"", ""Microwave"", ""Cooking basics"", ""Hair dryer"", ""Smoke alarm"", ""Hangers"", ""Kitchen"", ""Iron"", ""Heating"", ""Dedicated workspace"", ""Long term stays allowed""]",18.0,t,10.0,10.0,10.0,T,2.17742,41.3878
944,Central Spacious  Room + Balcony + City View,"Bright Spacious Sunny room for 2 people with a balcony and  nice view<br />In the heart of Barcelona<br />Near the Sagrada Familia and Plaça Catalunya<br />All attractions are within walking distance.<br />Everything you need is in the apartment, 3 bathrooms, kitchen WI-FI<br />Great place to explore the city!<br /><br /><b>The space</b><br />Big and sunny room with a balcony and a view of one of the main streets of Barcelona, Gran Via Corts Catalanes, Akbar Tower and Tetuan Square, in apartment in the residential building of the Age of Modernism in the very center of Barcelona.<br />The room is equipped with a Sofa bed a big sofa a wardrobe, a table and chairs.<br />We provide bed linen and towels;<br />The kitchen is equipped with everything necessary;<br />There are many cafes, restaurants, bars around,<br />Most of the attractions within walking distance,<br />Many options for transport.<br /><br /><b>Guest access</b><br />At the check in we provide the keys to the apartment so the",Tom’s Team,within an hour,90%,"Barcelona, Catalunya, Spain",Private room,2,"[""Elevator"", ""Kitchen"", ""Microwave"", ""Coffee maker"", ""Lock on bedroom door"", ""Hair dryer"", ""Hot water"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Dishwasher"", ""Wifi"", ""Dishes and silverware"", ""Stove"", ""Iron"", ""Refrigerator"", ""Host greets you"", ""Essentials""]",17.0,t,10.0,9.0,10.0,T,2.17685,41.39615
945,Quiet Quadruple Room + Balcony Center,"Perfect quiet room for 4 person with a balcony In the heart of Barcelona, <br />Close to Sagrada Familia and Plaza Catalunya <br />All attractions are within walking distance.<br />Everything you need is in the apartment, 3 bathrooms, Kitchen, WI-FI <br />Great place to explore the city! <br />Suitable for Families!<br /><br /><b>The space</b><br />Quiet quadruple room with a balcony to the inner yard in the residential building of the Age of Modernism in the very center of Barcelona.<br />The room is equipped with double and bunk beds, a wardrobe, and a table with chairs.<br />We provide bed linen and towels;<br />The kitchen is equipped with everything necessary;<br />There are many cafes, restaurants, bars around,<br />Most of the attractions within walking distance,<br />Many transport options<br /><br /><b>Guest access</b><br />At the check in we provide the keys to the apartment so the guests have a full access to the place anytime whenever they need it. <br />Inside guests have ",Tom’s Team,within an hour,90%,"Barcelona, Catalunya, Spain",Private room,4,"[""Elevator"", ""Refrigerator"", ""Hot water"", ""Stove"", ""Wifi"", ""Cooking basics"", ""Host greets you"", ""Essentials"", ""Kitchen"", ""Lock on bedroom door"", ""Iron"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""Dishes and silverware"", ""Dedicated workspace"", ""Microwave""]",17.0,t,9.0,9.0,10.0,T,2.17685,41.39615
946,Sunny Privat Cuadrupe room+Balcony CENTER,"Bright and sunny room for 4 people with a balcony and a view of one of the main streets<br />In the heart of Barcelona<br />Near the Sagrada Familia and Plaça Catalunya<br />All attractions are within walking distance.<br />Everything you need is in the apartment, 3 bathrooms, kitchen WI-FI<br />Great place to explore the city!<br /><br /><b>The space</b><br />Bright and sunny quadruple room with a balcony and a view of one of the main streets of Barcelona, Gran Via Corts Catalanes, Arbar Tower and Tetuan Square, in apartments in the residential building of the Age of Modernism in the very center of Barcelona.<br />The room is equipped with two single and one bunk bed, a wardrobe, a table and chairs.<br />We provide bed linen and towels;<br />The kitchen is equipped with everything necessary;<br />There are many cafes, restaurants, bars around,<br />Most of the attractions within walking distance,<br />Many options for transport.<br /><br /><b>Guest access</b><br />At the check in we p",Tom’s Team,within an hour,90%,"Barcelona, Catalunya, Spain",Private room,4,"[""Elevator"", ""Refrigerator"", ""Hot water"", ""Wifi"", ""Washer"", ""Cooking basics"", ""Host greets you"", ""Essentials"", ""Kitchen"", ""Lock on bedroom door"", ""Coffee maker"", ""Hair dryer"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",17.0,t,9.0,9.0,10.0,T,2.17685,41.39615
947,ENORME HABITACIÓN DOBLE EN EL CENTRO,"De los despachos más grandes jamás vistas. Muy luminoso y da al exterior; con cocina y baño compartidos. Situado en el segundo piso de un edificio tranquilo, en el corazón de Sant Antoni. Equipado con un gran escritorio y un armario. Además, hay una gran luz natural que fluye a través del apartamento debido a sus grandes ventanas.<br /><br />BHB2-59",Alba,within an hour,99%,"Barcelona, Catalunya, Spain",Private room,2,"[""Elevator"", ""Kitchen"", ""Hair dryer"", ""Air conditioning"", ""Washer"", ""Dedicated workspace"", ""Wifi"", ""Hangers"", ""Iron"", ""Heating"", ""Essentials""]",17.0,t,10.0,10.0,10.0,T,2.15868,41.379690000000004
